"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,9.463280869,13.96127138,2.74578436,-4.51926945,NA,NA,-7.819271786,NA,2.91890147,NA,14.45297793,NA,2.916663442,NA,11.7123653,9.688038389,NA,NA,NA,4.12342241,3.517143495,8.032401845,16.57015644,2.54933057,-0.6542619,NA,NA,18.32121168,NA,-1.955025391,7.332783493,-15.66309184,NA,NA,NA,-8.735905545,14.952307065
"2",9.463280869,0,-3.433794426,18.26293072,7.320155847,16.74063654,16.80085086,-20.07587466,1.951834494,4.972605084,5.968013828,-3.424746588,4.388067132,22.97216302,-4.890805492,0.232928573,-1.095866984,-0.455075086,-21.65183373,4.367261541,2.603563498,-12.57239664,-2.968479833,12.86233035,-5.454117138,-3.857051871,9.34201585,-9.203301532,-1.689554608,23.42591491,11.83303853,14.57453055,17.00098185,-5.778504579,-16.55595588,-10.42891778,2.814463898,3.602140113
"3",13.96127138,-3.433794426,0,27.244178375,-3.033524443,7.195291178,1.37400168,28.47729987,1.782355467,-3.426543564,3.433399579,-4.058734724,10.59726676,19.83084751,9.369573023,15.28528731,11.76226929,1.711710466,-20.04582991,10.12561836,12.69736642,-7.038232534,8.08990716,11.00156171,9.068968113,2.729112564,1.009944333,0.364805275,17.52593294,0.730380916,7.786901935,0.368145411,2.053209842,3.995103358,2.715316536,-2.020542738,13.25866074,48.566397875
"4",2.74578436,18.26293072,27.244178375,0,13.01763543,35.44634659,19.71806156,56.53418947,13.36370027,-7.527744625,8.409071272,40.74023865,11.0164147,35.76379658,-8.430380906,31.51439978,15.5044201,9.387629306,-41.02096824,10.81661969,47.09585372,16.12527343,13.69707511,29.70547002,40.8803063,15.39016979,13.57758772,-6.133082498,58.77744986,17.83694315,22.02832984,31.61578366,16.34653221,21.17556739,22.01341701,-5.615952202,22.72634472,24.48141098
"5",-4.51926945,7.320155847,-3.033524443,13.01763543,0,22.66750473,14.22855307,-9.217891277,9.526525128,-23.24848597,-5.662637467,2.243477444,-8.868555969,-4.008197312,-9.596534235,-3.986599596,13.10318378,-3.264920089,-22.5307353,-2.706787738,7.811176949,10.48646485,1.871605669,-2.635067487,1.592393707,-1.995879415,-2.620694735,-18.23971369,-5.000841598,0.252168393,-4.896653257,-4.261502744,0.19000287,-2.197618563,-13.98222264,-23.6526331,-3.824903086,2.490436412
"6",NA,16.74063654,7.195291178,35.44634659,22.66750473,0,NA,-31.47329527,NA,-9.065488124,NA,2.843825009,NA,16.22700938,NA,-7.790459361,7.1939723,NA,NA,NA,34.11266685,2.829305358,14.9768517,4.853547589,13.39213965,7.175235452,NA,NA,-1.166006656,NA,-10.05745061,9.602293547,-9.321668267,NA,NA,NA,6.039873536,5.424370099
"7",NA,16.80085086,1.37400168,19.71806156,14.22855307,NA,0,-28.00152206,NA,5.753102383,NA,-3.70702275,NA,13.76600921,NA,2.034402754,-2.09761671,NA,NA,NA,10.40647455,2.8509276,8.410649144,6.350937361,16.84286997,5.821679499,NA,NA,4.86745283,NA,10.86632492,9.848590596,2.382031475,NA,NA,NA,5.665493417,1.801324839
"8",-7.819271786,-20.07587466,28.47729987,56.53418947,-9.217891277,-31.47329527,-28.00152206,0,-46.19424113,-0.310984996,19.4491848,-2.842623837,4.519576836,32.12280936,8.711326879,15.02961631,-31.34199924,-31.91073337,-35.35244429,11.50209546,41.31261768,-46.79594408,-4.725566271,20.97294145,-18.70635478,-12.28766755,-25.15967665,9.399926563,42.5461097,0.423386881,29.67690976,38.9382048,-38.05504082,6.49431415,-44.90357203,-23.81764076,1.914028342,20.629126885
"9",NA,1.951834494,1.782355467,13.36370027,9.526525128,NA,NA,-46.19424113,0,-2.540221847,NA,-4.746029021,NA,3.685837482,NA,-2.128320098,-1.598041764,NA,NA,NA,14.97086776,-4.008741659,2.264546447,-0.255641015,5.85962701,4.549552121,NA,NA,-1.325976502,NA,6.525992777,7.722811564,1.332824007,NA,NA,NA,3.345527975,-0.229101839
"10",2.91890147,4.972605084,-3.426543564,-7.527744625,-23.24848597,-9.065488124,5.753102383,-0.310984996,-2.540221847,0,-1.843361405,7.854594381,-12.96661918,4.699154363,-19.96226453,6.258730037,16.84123906,-5.771405325,-33.4204808,1.822448064,4.005956904,-3.622583924,-8.47155097,-3.004474112,-9.554414179,-14.82703116,-5.083338695,-18.4163491,-8.75493993,-8.974550158,-6.670753289,-1.621711541,-6.372956623,3.270610318,-27.32015182,-25.11713456,-42.05044227,6.892893535
