"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,3.698834848,2.57870858,16.72179723,-24.06755091,NA,NA,42.73505144,NA,-4.321048546,NA,7.235758199,NA,3.513037679,NA,13.77820507,-7.263521908,NA,NA,NA,12.9538647,-4.043481965,4.451442694,2.77964034,8.154105366,-0.789850789,NA,NA,-1.142915464,NA,5.28680143,5.810341082,2.01551389,NA,NA,NA,-7.702952771,18.30590717
"2",3.698834848,0,4.127895376,24.98075461,-21.12397099,-5.628367695,4.428951591,21.68497258,1.937584075,0.056253253,-3.710738903,-3.76865619,4.315067221,-1.957498827,-2.98535085,0.26889175,-5.878398637,-2.912708287,-5.030737169,4.223731065,2.490904694,4.275418189,-8.596830872,-4.414656847,13.26490494,3.243820346,-8.7509534,-0.03081072,5.928260429,12.92903881,13.6574206,9.99592005,18.9810528,-3.088285265,-13.3486394,-10.23345184,3.771629482,-2.55467753
"3",2.57870858,4.127895376,0,28.82820786,-18.59569714,-0.652269083,10.37606584,42.09049498,9.687405986,-3.328376684,3.832552919,-0.657913547,2.213440589,-3.428920809,15.70060402,15.61751294,0.542417779,5.465547817,-18.27517586,4.795398463,13.29843624,7.066260703,0.088495927,4.172613227,14.51877071,2.461137178,-10.10476018,6.85564403,4.574324818,7.114256649,4.091884747,4.076213757,7.342773246,7.547664613,9.779676009,4.974820076,-0.836890494,40.75548759
"4",16.72179723,24.98075461,28.82820786,0,-20.11544403,27.23991968,27.06526505,60.14042907,26.80481395,5.498416072,0.535530128,36.29686721,10.0132192,9.402356496,6.106464822,32.73324095,27.80756095,18.69292128,-8.97233779,10.80076484,22.74961749,24.34037558,13.26673616,17.20489325,77.37379228,27.94910357,10.69245706,10.35604382,30.60408842,23.76332807,6.262902341,13.35640294,20.70259235,22.1998106,14.0995353,14.37814034,14.9510573,22.6156485
"5",-24.06755091,-21.12397099,-18.59569714,-20.11544403,0,-33.80801207,-17.71924757,-2.926807633,-20.51845669,-42.04754365,-34.04301459,-23.84255611,-33.89563814,-56.43622674,-17.78788737,-17.42513337,-29.87570849,-17.21462959,-34.76633177,-28.27986702,-32.57259499,-26.90833485,-32.43348826,-28.45266802,-26.76576926,-20.52460047,-25.48082813,-41.85144862,-27.07550907,-36.06637464,-21.3325054,-21.27042427,-22.67214272,-22.45005136,-35.64042528,-35.36046364,-18.64505918,-26.96549692
"6",NA,-5.628367695,-0.652269083,27.23991968,-33.80801207,0,NA,37.28491173,NA,-17.96937542,NA,-11.30191609,NA,-5.174296883,NA,-2.773454552,-6.657165866,NA,NA,NA,-5.34689033,-15.52708844,1.544588172,-16.66840556,7.404743915,-5.127499155,NA,NA,-5.35572884,NA,-3.270890723,8.555140145,-2.430803914,NA,NA,NA,-9.915142007,5.046265136
"7",NA,4.428951591,10.37606584,27.06526505,-17.71924757,NA,0,16.19586466,NA,5.35631172,NA,6.681497787,NA,5.339457591,NA,4.356816057,-0.515284269,NA,NA,NA,5.434766063,6.044189518,2.834850559,3.242897625,15.49758778,-2.699352337,NA,NA,6.522177959,NA,11.90323897,12.61371814,6.944634037,NA,NA,NA,12.44234718,1.318328844
"8",42.73505144,21.68497258,42.09049498,60.14042907,-2.926807633,37.28491173,16.19586466,0,28.41521007,26.29311455,37.63085438,48.936706,43.69840612,17.95904541,30.40318904,53.28735753,33.93364817,23.63362329,-1.137888445,59.45277096,60.18384285,28.08776945,55.17163732,40.76851974,73.28046519,58.17696562,19.11809735,57.07361604,-30.88625145,47.29077303,30.51259643,31.99993727,21.99613399,62.19001366,39.41310981,43.75611313,19.23541653,57.29755945
"9",NA,1.937584075,9.687405986,26.80481395,-20.51845669,NA,NA,28.41521007,0,3.3376915,NA,-0.161442762,NA,-6.572743304,NA,9.409364979,3.779415388,NA,NA,NA,13.63614283,3.734775282,5.930965837,-0.76149083,15.20045624,9.125433914,NA,NA,-0.874797194,NA,10.80175484,13.9395735,-7.709811996,NA,NA,NA,2.108457821,-0.976975196
"10",-4.321048546,0.056253253,-3.328376684,5.498416072,-42.04754365,-17.96937542,5.35631172,26.29311455,3.3376915,0,-11.46926954,18.87978477,-6.419818846,7.063016523,-8.766474975,5.975454455,4.401834229,-4.55364859,-7.932825116,0.326206818,5.88567719,-2.249505411,-11.57183416,-18.26637956,-1.990652148,-4.483571009,-7.260951851,-15.5305062,-9.293548607,-10.64908493,-5.309622207,-0.410110115,-8.632649681,2.432977907,-31.63086613,-8.598759935,-28.05693916,0.194463381
"11",NA,-3.710738903,3.832552919,0.535530128,-34.04301459,NA,NA,37.63085438,NA,-11.46926954,0,-3.824386717,NA,-13.93060179,NA,-9.453447697,-18.33191573,NA,NA,NA,6.294641353,-0.710108141,0.647078071,-21.05570493,3.450152078,-8.361169397,NA,NA,-27.66661757,NA,-6.61710691,-10.66924847,-4.918525302,NA,NA,NA,-6.127481674,24.53717622
"12",7.235758199,-3.76865619,-0.657913547,36.29686721,-23.84255611,-11.30191609,6.681497787,48.936706,-0.161442762,18.87978477,-3.824386717,0,27.1848439,14.49662936,5.958438868,14.09091602,15.13860485,-5.796278489,-3.529676787,-47.74328918,15.53172795,-2.289208573,5.660442539,-2.531556927,20.02741966,2.241095709,-14.84679947,2.956833604,-4.567846787,9.534577311,17.26591297,14.98784454,19.51734656,31.44481537,39.94346161,5.077460321,10.93668411,1.46382745
"13",NA,4.315067221,2.213440589,10.0132192,-33.89563814,NA,NA,43.69840612,NA,-6.419818846,NA,27.1848439,0,8.518963647,NA,4.225679102,17.8898734,NA,NA,NA,10.89510435,-1.684618365,24.07225252,-11.51128765,4.908185246,-0.729358768,NA,NA,-5.117621187,NA,12.57460996,13.71601881,-0.531958049,NA,NA,NA,2.432642491,19.42049005
"14",3.513037679,-1.957498827,-3.428920809,9.402356496,-56.43622674,-5.174296883,5.339457591,17.95904541,-6.572743304,7.063016523,-13.93060179,14.49662936,8.518963647,0,-7.918928359,13.49740408,4.392297399,-4.356456828,-16.32603476,-7.327284358,-23.0962683,3.384301627,3.418571611,-2.762137019,19.12571429,-1.964927817,-0.455778707,-16.9852671,-17.98898167,12.63781916,4.281510848,-2.529266953,-10.28606148,12.7176527,-21.14714659,-18.72141057,-13.992675,17.99220848
"15",NA,-2.98535085,15.70060402,6.106464822,-17.78788737,NA,NA,30.40318904,NA,-8.766474975,NA,5.958438868,NA,-7.918928359,0,1.434926257,-5.060369967,NA,NA,NA,9.108118566,0.363016159,1.552213782,0.621369293,9.57336512,2.78687117,NA,NA,8.998756296,NA,-7.916794422,-7.465748562,4.034857896,NA,NA,NA,3.661882631,38.50277923
"16",13.77820507,0.26889175,15.61751294,32.73324095,-17.42513337,-2.773454552,4.356816057,53.28735753,9.409364979,5.975454455,-9.453447697,14.09091602,4.225679102,13.49740408,1.434926257,0,4.653538063,6.532606574,-4.503716123,-12.22183245,26.6392148,5.007710851,9.384782697,1.915048075,43.73504997,9.82072769,4.145717457,6.380652766,11.72700399,1.411833248,10.14643691,13.99298788,4.604614098,14.53943317,15.54151981,-10.91514974,-0.916779375,9.232732447
"17",-7.263521908,-5.878398637,0.542417779,27.80756095,-29.87570849,-6.657165866,-0.515284269,33.93364817,3.779415388,4.401834229,-18.33191573,15.13860485,17.8898734,4.392297399,-5.060369967,4.653538063,0,-7.110797906,-16.52787565,5.565030154,-1.94430236,-2.601540441,2.090692128,-16.94299188,-1.026353739,3.527751523,-20.5093625,-5.616165995,-2.6668904,-7.039712068,16.40421107,14.83637956,2.987740761,-2.305857146,-2.579725695,-12.12266334,-9.297446882,-18.89181982
