"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"1",0,1.096102762,-0.998327533,11.75742482,-7.053510631,NA,NA,21.45572644,NA,14.421994,NA,24.41379314,NA,14.04451922,NA,12.74042941,10.63255814,NA,NA,NA,8.882842988,21.21463716,10.98857906,11.64974134,29.67190189,11.50750632,NA,NA,11.43502994,NA,1.444307744,12.48379896,-2.729516379,NA,NA,NA,22.99565591,10.86891474
"2",1.096102762,0,-10.38201033,18.57424812,3.072618197,1.430542549,2.21341167,6.752579055,-4.970995732,10.32033223,6.465862889,-17.27573982,13.83317407,10.28090348,4.811906848,10.06549271,-10.66114851,-11.9249777,4.615002795,-0.141315163,3.727527385,15.49127566,-3.481466676,8.983642027,-2.565641344,0.273038681,-5.137258651,8.548917875,-23.29336041,-8.532292059,7.804424433,13.40274261,-32.87918239,-16.73042364,-14.55831433,-15.99404826,27.32757725,-9.269693283
"3",-0.998327533,-10.38201033,0,8.639389561,-24.43246657,-0.966999032,2.472826194,20.51484393,-7.326279195,-27.30666551,3.782035603,7.510607802,20.27995291,-20.01642439,17.15041627,7.668839888,10.36320098,3.545246975,-27.39232671,9.174064993,-9.605536278,18.54747906,4.642300708,-7.136631412,16.04126459,-3.714111355,-10.10762358,1.048356011,2.387893643,8.015699893,-20.82927107,-11.69308854,24.63421476,0.32774965,-10.55449578,-33.10078146,-4.124492345,78.22509908
"4",11.75742482,18.57424812,8.639389561,0,12.93954678,26.95615883,23.40807993,47.2309885,23.98160338,-1.834549475,25.21479486,29.05193526,10.27191331,28.05066048,17.94734433,36.2040566,24.52076125,11.57516927,-30.57954225,35.80952251,38.0703329,41.95459309,21.14351696,12.36712864,88.20447518,41.99838718,19.18011893,4.87871096,33.06126982,20.2200498,1.87911935,32.79137954,11.79106386,21.16222094,19.25946438,-23.50668559,28.68297391,27.20109148
"5",-7.053510631,3.072618197,-24.43246657,12.93954678,0,-10.81324567,-1.054029239,-6.85515238,-0.61240083,-21.60681736,-4.834704013,12.84897078,-10.5712824,-3.415464665,-4.349808115,-6.317024764,12.09875294,-18.12776366,-17.65193314,-6.780935365,-13.71988607,20.49776802,-8.953781546,-12.77397782,9.04525497,9.31768109,-3.693664962,-28.49151811,1.41155805,7.500964718,-20.68077486,5.477571196,-12.5438155,-13.31920317,-14.05161279,-38.01516994,18.00727343,4.034987219
"6",NA,1.430542549,-0.966999032,26.95615883,-10.81324567,0,NA,29.0665221,NA,-4.684342044,NA,31.53383947,NA,6.416731272,NA,4.982240283,14.48055563,NA,NA,NA,-4.833249795,19.43805244,26.42622312,2.103263883,37.00291381,7.383652476,NA,NA,7.56626056,NA,-3.848787748,19.19096936,-19.65881702,NA,NA,NA,13.19321045,9.061264573
"7",NA,2.21341167,2.472826194,23.40807993,-1.054029239,NA,0,14.18815199,NA,10.82516135,NA,2.992264205,NA,5.300310739,NA,18.64252396,-4.82792384,NA,NA,NA,10.91622234,26.57247529,9.033105367,10.05525371,24.77674304,-1.806522867,NA,NA,10.42588205,NA,2.495239414,14.45936355,-7.789094289,NA,NA,NA,30.69582424,10.13071851
"8",21.45572644,6.752579055,20.51484393,47.2309885,-6.85515238,29.0665221,14.18815199,0,-24.49171442,29.79198375,22.68755667,19.84983708,9.609966839,13.36458486,17.55480567,11.07792986,15.68899177,13.46281268,9.709194998,29.58575153,23.30637616,24.3862475,29.84276493,27.95203801,52.51983895,29.37734376,-12.69564219,34.23515496,-21.25831569,31.3949814,11.41058659,26.54232067,-51.49425284,7.104908686,10.67249367,-10.3994299,24.08899164,34.84155261
"9",NA,-4.970995732,-7.326279195,23.98160338,-0.61240083,NA,NA,-24.49171442,0,5.140814411,NA,-14.64932466,NA,5.049612742,NA,14.95616092,-29.52280562,NA,NA,NA,-4.763497501,-15.87893439,-4.467140682,-7.812754366,-0.351497006,-3.647114038,NA,NA,-2.077301759,NA,-10.39016133,3.404617819,-21.69886716,NA,NA,NA,6.495242192,-13.40271864
"10",14.421994,10.32033223,-27.30666551,-1.834549475,-21.60681736,-4.684342044,10.82516135,29.79198375,5.140814411,0,1.935598058,32.25620878,-7.289445362,-2.639714416,-1.058408414,4.854821265,19.5393657,2.464163383,-18.71590479,10.31267863,-20.90269332,23.77484431,8.542395451,-21.43257341,25.02618436,8.12826927,-5.635040056,-9.079856128,8.945282806,5.799190486,-15.41333329,21.01552975,2.076878267,-4.531403458,-16.98016101,-36.73261246,-23.37276881,15.65889832
"11",NA,6.465862889,3.782035603,25.21479486,-4.834704013,NA,NA,22.68755667,NA,1.935598058,0,12.41447534,NA,9.038323628,NA,-3.651886411,9.975958268,NA,NA,NA,26.36028697,44.06061044,8.163612833,-9.384556697,26.28132634,2.992515413,NA,NA,14.0075114,NA,-17.31329588,-4.059515997,11.61955498,NA,NA,NA,18.61639583,23.08072424
"12",24.41379314,-17.27573982,7.510607802,29.05193526,12.84897078,31.53383947,2.992264205,19.84983708,-14.64932466,32.25620878,12.41447534,0,41.85350576,0.346307418,15.20328894,24.00800198,2.482818371,1.926978944,10.67712152,-12.47091698,24.62671243,40.73762885,19.30350683,25.87509492,17.97298939,12.37775132,-8.145473694,11.37959046,-1.164693008,42.30916661,13.09047278,19.28318544,10.90420489,58.19345418,114.6457311,17.37129323,69.68689858,24.72858795
